TS,VEJNAVN,ÅR,KATEGORI,ANTAL 8-9
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2016,PERSONBILER + MC,1208
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2016,"VAREVOGNE (MAX. 3,5 t)",205
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2017,A+B: KØRETØJER I ALT,1334
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2017,A: LET TRAFIK I ALT,1292
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2017,B: TUNG TRAFIK I ALT,42
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2017,CYKLER + KNALLERTER,682
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2017,CYKLER + KNALLERTER I ALT,692
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2017,LADCYKLER,10
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2017,LASTBILER,14
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2017,PERSONBILER + MC,1108
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2017,"VAREVOGNE (MAX. 3,5 t)",184
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2018,A+B: KØRETØJER I ALT,1139
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2018,A: LET TRAFIK I ALT,1094
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2018,B: TUNG TRAFIK I ALT,45
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2018,CYKLER + KNALLERTER,896
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2018,CYKLER + KNALLERTER I ALT,904
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2018,LADCYKLER,8
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2018,LASTBILER,16
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2018,PERSONBILER + MC,948
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2018,"VAREVOGNE (MAX. 3,5 t)",146
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2019,A+B: KØRETØJER I ALT,826
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2019,A: LET TRAFIK I ALT,776
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2019,B: TUNG TRAFIK I ALT,50
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2019,CYKLER + KNALLERTER,979
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2019,CYKLER + KNALLERTER I ALT,994
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2019,LADCYKLER,15
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2019,LASTBILER,20
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2019,PERSONBILER + MC,654
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2019,"VAREVOGNE (MAX. 3,5 t)",122
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2020,A+B: KØRETØJER I ALT,1026
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2020,A: LET TRAFIK I ALT,977
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2020,B: TUNG TRAFIK I ALT,49
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2020,CYKLER + KNALLERTER,899
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2020,CYKLER + KNALLERTER I ALT,922
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2020,LADCYKLER,23
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2020,LASTBILER,5
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2020,PERSONBILER + MC,837
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2020,"VAREVOGNE (MAX. 3,5 t)",140
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2021,A+B: KØRETØJER I ALT,959
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2021,A: LET TRAFIK I ALT,904
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2021,B: TUNG TRAFIK I ALT,55
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2021,CYKLER + KNALLERTER,820
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2021,CYKLER + KNALLERTER I ALT,843
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2021,LADCYKLER,23
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2021,LASTBILER,12
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2021,PERSONBILER + MC,752
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2021,"VAREVOGNE (MAX. 3,5 t)",152
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2022,A+B: KØRETØJER I ALT,975
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2022,A: LET TRAFIK I ALT,932
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2022,B: TUNG TRAFIK I ALT,43
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2022,CYKLER + KNALLERTER,910
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2022,CYKLER + KNALLERTER I ALT,968
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2022,LADCYKLER,58
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2022,LASTBILER,9
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2022,PERSONBILER + MC,799
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2022,"VAREVOGNE (MAX. 3,5 t)",133
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2023,A+B: KØRETØJER I ALT,991
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2023,A: LET TRAFIK I ALT,945
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2023,B: TUNG TRAFIK I ALT,46
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2023,CYKLER + KNALLERTER,882
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2023,CYKLER + KNALLERTER I ALT,928
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2023,LADCYKLER,46
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2023,LASTBILER,15
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2023,PERSONBILER + MC,817
13,FREDERIKSBORGVEJ 221  s.f. Gladsaxevej,2023,"VAREVOGNE (MAX. 3,5 t)",128
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2013,A+B: KØRETØJER I ALT,1669
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2013,A: LET TRAFIK I ALT,1608
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2013,B: TUNG TRAFIK I ALT,61
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2013,CYKLER + KNALLERTER,419
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2013,CYKLER + KNALLERTER I ALT,425
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2013,LADCYKLER,6
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2013,LASTBILER,36
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2013,PERSONBILER + MC,1316
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2013,"VAREVOGNE (MAX. 3,5 t)",292
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2014,A+B: KØRETØJER I ALT,1624
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2014,A: LET TRAFIK I ALT,1558
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2014,B: TUNG TRAFIK I ALT,66
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2014,CYKLER + KNALLERTER,414
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2014,CYKLER + KNALLERTER I ALT,424
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2014,LADCYKLER,10
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2014,LASTBILER,41
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2014,PERSONBILER + MC,1307
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2014,"VAREVOGNE (MAX. 3,5 t)",251
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2015,A+B: KØRETØJER I ALT,1532
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2015,A: LET TRAFIK I ALT,1484
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2015,B: TUNG TRAFIK I ALT,48
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2015,CYKLER + KNALLERTER,388
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2015,CYKLER + KNALLERTER I ALT,392
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2015,LADCYKLER,4
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2015,LASTBILER,23
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2015,PERSONBILER + MC,1219
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2015,"VAREVOGNE (MAX. 3,5 t)",265
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2016,A+B: KØRETØJER I ALT,1550
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2016,A: LET TRAFIK I ALT,1494
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2016,B: TUNG TRAFIK I ALT,56
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2016,CYKLER + KNALLERTER,241
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2016,CYKLER + KNALLERTER I ALT,241
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2016,LADCYKLER,0
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2016,LASTBILER,31
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2016,PERSONBILER + MC,1222
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2016,"VAREVOGNE (MAX. 3,5 t)",272
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2017,A+B: KØRETØJER I ALT,1396
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2017,A: LET TRAFIK I ALT,1329
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2017,B: TUNG TRAFIK I ALT,67
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2017,CYKLER + KNALLERTER,357
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2017,CYKLER + KNALLERTER I ALT,363
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2017,LADCYKLER,6
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2017,LASTBILER,27
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2017,PERSONBILER + MC,1113
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2017,"VAREVOGNE (MAX. 3,5 t)",216
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2018,A+B: KØRETØJER I ALT,1537
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2018,A: LET TRAFIK I ALT,1466
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2018,B: TUNG TRAFIK I ALT,71
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2018,CYKLER + KNALLERTER,501
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2018,CYKLER + KNALLERTER I ALT,506
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2018,LADCYKLER,5
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2018,LASTBILER,33
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2018,PERSONBILER + MC,1209
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2018,"VAREVOGNE (MAX. 3,5 t)",257
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2019,A+B: KØRETØJER I ALT,1599
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2019,A: LET TRAFIK I ALT,1532
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2019,B: TUNG TRAFIK I ALT,67
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2019,CYKLER + KNALLERTER,241
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2019,CYKLER + KNALLERTER I ALT,246
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2019,LADCYKLER,5
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2019,LASTBILER,33
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2019,PERSONBILER + MC,1301
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2019,"VAREVOGNE (MAX. 3,5 t)",231
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2020,A+B: KØRETØJER I ALT,1556
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2020,A: LET TRAFIK I ALT,1508
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2020,B: TUNG TRAFIK I ALT,48
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2020,CYKLER + KNALLERTER,523
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2020,CYKLER + KNALLERTER I ALT,540
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2020,LADCYKLER,17
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2020,LASTBILER,24
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2020,PERSONBILER + MC,1351
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2020,"VAREVOGNE (MAX. 3,5 t)",157
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2021,A+B: KØRETØJER I ALT,1411
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2021,A: LET TRAFIK I ALT,1352
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2021,B: TUNG TRAFIK I ALT,59
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2021,CYKLER + KNALLERTER,403
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2021,CYKLER + KNALLERTER I ALT,420
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2021,LADCYKLER,17
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2021,LASTBILER,32
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2021,PERSONBILER + MC,1129
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2021,"VAREVOGNE (MAX. 3,5 t)",223
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2022,A+B: KØRETØJER I ALT,1393
14,FREDERIKSSUNDSVEJ 356 v.f. Mørkhøjvej,2022,A: LET TRAFIK I ALT,1334
